유형,동사원형,과거형,과거분사형,한글 뜻(핵심어 중심),레벨
Regular (-ed),curve,curved,curved,구부리다/곡선을 이루다,Average
Regular (-ed),cycle,cycled,cycled,순환하다/자전거를 타다,Average
Regular (-ed),damage,damaged,damaged,손상시키다,Easy
Regular (-ed),damp,damped,damped,축축하게 하다/억제하다,Average
Regular (-ed),dance,danced,danced,춤추다,Easy
Regular (-ed),dare,dared,dared,감히 ~하다/도전하다,Average
Regular (-ed),dash,dashed,dashed,돌진하다/내던지다,Average
Regular (-ed),date,dated,dated,날짜를 적다/사귀다,Average
Regular (-ed),debate,debated,debated,토론하다,Average
Regular (-ed),decay,decayed,decayed,부패하다/쇠퇴하다,Average
Regular (-ed),decide,decided,decided,결정하다,Easy
Regular (-ed),declare,declared,declared,선언하다/신고하다,Average
Regular (-ed),decline,declined,declined,거절하다/감소하다,Average
Regular (-ed),decorate,decorated,decorated,장식하다,Average
Regular (-ed),decrease,decreased,decreased,감소하다,Average
Regular (-ed),dedicate,dedicated,dedicated,헌정하다/전념하다,Difficult
Regular (-ed),defeat,defeated,defeated,패배시키다,Average
Regular (-ed),defend,defended,defended,방어하다/변호하다,Average
Regular (-ed),define,defined,defined,정의하다,Average
Regular (-ed),delay,delayed,delayed,지연하다/미루다,Average
Regular (-ed),delegate,delegated,delegated,위임하다/파견하다,Difficult
Regular (-ed),delete,deleted,deleted,삭제하다,Average
Regular (-ed),deliberate,deliberated,deliberated,심사숙고하다,Difficult
Regular (-ed),delight,delighted,delighted,기쁘게 하다,Average
Regular (-ed),deliver,deliverred,deliverred,배달하다,Average
Regular (-ed),demand,demanded,demanded,요구하다,Average
Regular (-ed),demonstrate,demonstrated,demonstrated,증명하다/시위하다,Difficult
Regular (-ed),deny,denied,denied,부정하다/거부하다,Average
Regular (-ed),depart,departed,departed,출발하다/떠나다,Average
Regular (-ed),depend,depended,depended,의존하다,Average
Regular (-ed),depict,depicted,depicted,묘사하다/그리다,Difficult
Regular (-ed),deposit,depositted,depositted,예금하다/두다,Average
Regular (-ed),depress,depressed,depressed,우울하게 하다,Difficult
Regular (-ed),deprive,deprived,deprived,빼앗다,Difficult
Regular (-ed),derive,derived,derived,도출하다/얻다,Difficult
Regular (-ed),descend,descended,descended,내려가다/하강하다,Average
Regular (-ed),describe,described,described,묘사하다,Easy
Regular (-ed),desert,deserted,deserted,버리다/포기하다,Average
Regular (-ed),deserve,deserved,deserved,~할 만하다,Average
Regular (-ed),design,designed,designed,설계하다/디자인하다,Average
Regular (-ed),designate,designated,designated,지정하다/임명하다,Difficult
Regular (-ed),desire,desired,desired,바라다/원하다,Average
Regular (-ed),despair,despaired,despaired,절망하다,Difficult
Regular (-ed),destine,destined,destined,운명 짓다,Difficult
Regular (-ed),destroy,destroyed,destroyed,파괴하다,Average
Regular (-ed),destruct,destructed,destructed,파괴하다,Difficult
Regular (-ed),detach,detached,detached,분리하다/떼어내다,Average
Regular (-ed),detail,detailed,detailed,상세히 설명하다,Average
Regular (-ed),detect,detected,detected,감지하다/발견하다,Average
Regular (-ed),determine,determined,determined,결정하다/규명하다,Average
Regular (-ed),develop,developped,developped,발달시키다,Easy
Regular (-ed),devise,devised,devised,고안하다/계획하다,Difficult
Regular (-ed),devote,devoted,devoted,헌신하다/바치다,Difficult
Regular (-ed),dictate,dictated,dictated,받아쓰게 하다/지시하다,Difficult
Regular (-ed),die,died,died,죽다,Easy
Regular (-ed),diet,dieted,dieted,다이어트하다,Average
Regular (-ed),differ,differred,differred,다르다,Average
Regular (-ed),diminish,diminished,diminished,줄어들다/약화시키다,Difficult
Regular (-ed),dine,dined,dined,식사하다,Average
Regular (-ed),dip,dipped,dipped,담그다/살짝 내려가다,Average
Regular (-ed),direct,directed,directed,지시하다/감독하다,Average
Regular (-ed),disappoint,disappointed,disappointed,실망시키다,Difficult
Regular (-ed),discipline,disciplined,disciplined,훈련시키다/징계하다,Difficult
Regular (-ed),discriminate,discriminated,discriminated,차별하다,Difficult
Regular (-ed),discuss,discussed,discussed,토론하다,Average
Regular (-ed),disgust,disgusted,disgusted,역겹게 하다,Difficult
Regular (-ed),dismiss,dismissed,dismissed,해고하다/무시하다,Average
Regular (-ed),display,displayed,displayed,전시하다/보여주다,Average
Regular (-ed),dispute,disputed,disputed,논쟁하다/이의를 제기하다,Average
Regular (-ed),disrupt,disrupted,disrupted,방해하다/혼란시키다,Difficult
Regular (-ed),distance,distanced,distanced,거리를 두다,Average
Regular (-ed),distinguish,distinguished,distinguished,구별하다,Difficult
Regular (-ed),distort,distorted,distorted,왜곡하다,Difficult
Regular (-ed),distract,distracted,distracted,산만하게 하다,Difficult
Regular (-ed),distribute,distributed,distributed,배분하다/배포하다,Difficult
Regular (-ed),disturb,disturbed,disturbed,방해하다/불안하게 하다,Average
Regular (-ed),divide,divided,divided,나누다,Average
Regular (-ed),divorce,divorced,divorced,이혼하다,Average
Regular (-ed),document,documented,documented,기록하다,Average
Regular (-ed),dominate,dominated,dominated,지배하다,Difficult
Regular (-ed),donate,donated,donated,기부하다,Average
Regular (-ed),dose,dosed,dosed,복용량을 정하다,Average
Regular (-ed),double,doubled,doubled,두 배로 하다,Average
Regular (-ed),doubt,doubted,doubted,의심하다,Average
Regular (-ed),draft,drafted,drafted,초안을 작성하다,Average
Regular (-ed),drag,dragged,dragged,끌다,Average
Regular (-ed),drain,drained,drained,배수하다/소진시키다,Average
Regular (-ed),dread,dreaded,dreaded,두려워하다,Average
Regular (-ed),dress,dressed,dressed,옷을 입다/드레싱하다,Easy
Regular (-ed),drill,drilled,drilled,훈련하다/드릴로 뚫다,Average
Regular (-ed),drop,dropped,dropped,떨어뜨리다,Easy
Regular (-ed),drown,drowned,drowned,익사하다/빠뜨리다,Average
Regular (-ed),dry,dried,dried,말리다,Average
Regular (-ed),duck,ducked,ducked,피하다/숙이다,Average
Regular (-ed),dump,dumped,dumped,버리다/투기하다,Average
Regular (-ed),dust,dusted,dusted,먼지를 털다,Average
Regular (-ed),earn,earned,earned,벌다,Average
Regular (-ed),ease,eased,eased,완화하다/편하게 하다,Average
Regular (-ed),edit,editted,editted,편집하다,Average
Regular (-ed),educate,educated,educated,교육하다,Average
Regular (-ed),effect,effected,effected,초래하다/실현하다,Average
Regular (-ed),elect,elected,elected,선출하다,Average
Regular (-ed),elevate,elevated,elevated,높이다/승진시키다,Average
Regular (-ed),eliminate,eliminated,eliminated,제거하다,Difficult
Regular (-ed),embarrass,embarrassed,embarrassed,당황하게 하다,Difficult
Regular (-ed),embrace,embraced,embraced,포용하다/껴안다,Average
Regular (-ed),emerge,emerged,emerged,나타나다/등장하다,Average
Regular (-ed),emit,emitted,emitted,방출하다/내뿜다,Average
Regular (-ed),emphasize,emphasized,emphasized,강조하다,Difficult
Regular (-ed),employ,employed,employed,고용하다,Average
Regular (-ed),empty,emptied,emptied,비우다,Average
Regular (-ed),encounter,encounterred,encounterred,마주치다/만나다,Difficult
Regular (-ed),end,ended,ended,끝나다,Average
Regular (-ed),endure,endured,endured,견디다/지속하다,Difficult
Regular (-ed),engage,engaged,engaged,참여하다/약속하다,Average
Regular (-ed),engineer,engineered,engineered,설계하다/공학적으로 만들다,Difficult
Regular (-ed),enhance,enhanced,enhanced,향상하다,Difficult
Regular (-ed),enquire,enquired,enquired,문의하다,Average
Regular (-ed),enter,enterred,enterred,들어가다,Easy
Regular (-ed),entertain,entertained,entertained,접대하다/즐겁게 하다,Average
Regular (-ed),envy,envied,envied,부러워하다,Average
Regular (-ed),equal,equaled,equaled,같다/동등하다,Average
Regular (-ed),equip,equiped,equiped,갖추다/장착하다,Average
Regular (-ed),erase,erased,erased,지우다,Average
Regular (-ed),erect,erected,erected,세우다/건설하다,Average
Regular (-ed),err,erred,erred,잘못하다/오류를 범하다,Average
Regular (-ed),escape,escaped,escaped,탈출하다,Easy
Regular (-ed),establish,established,established,설립하다/확립하다,Average
Regular (-ed),estimate,estimated,estimated,추정하다,Average
Regular (-ed),evacuate,evacuated,evacuated,대피하다/피난시키다,Difficult
Regular (-ed),evaluate,evaluated,evaluated,평가하다,Difficult
Regular (-ed),evolve,evolved,evolved,진화하다/발전하다,Difficult
Regular (-ed),exaggerate,exaggerated,exaggerated,과장하다,Difficult
Regular (-ed),examine,examined,examined,검사하다,Average
Regular (-ed),exceed,exceeded,exceeded,초과하다,Average
Regular (-ed),excel,excelled,excelled,뛰어나다,Average
Regular (-ed),except,excepted,excepted,제외하다,Average
Regular (-ed),exchange,exchanged,exchanged,교환하다,Average
Regular (-ed),excite,excited,excited,흥분시키다,Average
Regular (-ed),exclude,excluded,excluded,배제하다,Average
Regular (-ed),excuse,excused,excused,용서하다/변명하다,Average
Regular (-ed),exercise,exercised,exercised,운동하다,Average
Regular (-ed),exhaust,exhausted,exhausted,소진시키다/다 써버리다,Difficult
Regular (-ed),exhibit,exhibitted,exhibitted,전시하다/보여주다,Difficult
Regular (-ed),exist,existed,existed,존재하다,Easy
Regular (-ed),exit,exitted,exitted,나가다/종료하다,Average
Regular (-ed),expand,expanded,expanded,확장하다,Average
Regular (-ed),expect,expected,expected,기대하다,Easy
Regular (-ed),experience,experienced,experienced,경험하다,Average
Regular (-ed),experiment,experimented,experimented,실험하다,Average
Regular (-ed),explain,explained,explained,설명하다,Easy
Regular (-ed),explode,exploded,exploded,폭발하다,Average
Regular (-ed),explore,explored,explored,탐험하다/탐구하다,Average
Regular (-ed),export,exported,exported,수출하다,Average
Regular (-ed),expose,exposed,exposed,노출시키다/폭로하다,Average
Regular (-ed),express,expressed,expressed,표현하다,Average
Regular (-ed),extend,extended,extended,연장하다/확장하다,Average
Regular (-ed),extract,extracted,extracted,추출하다/발췌하다,Average
Regular (-ed),face,faced,faced,직면하다,Easy
Regular (-ed),facilitate,facilitated,facilitated,촉진하다/용이하게 하다,Difficult
Regular (-ed),fade,faded,faded,사라지다/희미해지다,Average
Regular (-ed),fail,failed,failed,실패하다,Easy
Regular (-ed),fasten,fastenned,fastenned,묶다/고정하다,Average
Regular (-ed),favor,favorred,favorred,선호하다,Average
Regular (-ed),favour,favoured,favoured,선호하다,Average
Regular (-ed),fear,feared,feared,두려워하다,Average
Regular (-ed),feature,featured,featured,특징으로 하다/포함하다,Average
Regular (-ed),fence,fenced,fenced,울타리를 치다,Average
Regular (-ed),ferry,ferried,ferried,배로 운반하다,Average
Regular (-ed),figure,figured,figured,계산하다/생각하다,Average
Regular (-ed),file,filed,filed,서류를 제출하다/파일을 저장하다,Average
Regular (-ed),fill,filled,filled,채우다,Easy
Regular (-ed),film,filmed,filmed,촬영하다,Average
Regular (-ed),filter,filterred,filterred,걸러내다,Average
Regular (-ed),finance,financed,financed,자금을 지원하다,Average
Regular (-ed),finish,finished,finished,끝내다,Easy
Regular (-ed),fire,fired,fired,해고하다/발사하다,Average
Regular (-ed),fish,fished,fished,낚시하다,Average
Regular (-ed),fit,fitted,fitted,맞다,Average
Regular (-ed),fix,fixed,fixed,고치다,Easy
Regular (-ed),flag,flagged,flagged,표시하다/신호를 보내다,Average
Regular (-ed),flame,flamed,flamed,불태우다,Average
Regular (-ed),flash,flashed,flashed,번쩍이다/빠르게 보여주다,Average
Regular (-ed),flavor,flavorred,flavorred,맛을 내다,Average
Regular (-ed),flavour,flavoured,flavoured,맛을 내다,Average
Regular (-ed),flip,flipped,flipped,뒤집다/넘기다,Average
Regular (-ed),float,floated,floated,떠다니다/부유하다,Average
Regular (-ed),flood,flooded,flooded,침수시키다/넘치다,Average
Regular (-ed),flourish,flourished,flourished,번성하다,Difficult
Regular (-ed),flow,flowed,flowed,흐르다,Average
Regular (-ed),flower,flowerred,flowerred,꽃을 피우다,Average
Regular (-ed),flush,flushed,flushed,물로 씻어내다/달아오르다,Average
Regular (-ed),focus,focussed,focussed,집중하다,Average
Regular (-ed),fold,folded,folded,접다,Average
Regular (-ed),follow,followed,followed,따르다,Easy
Regular (-ed),fool,fooled,fooled,속이다,Average
Regular (-ed),force,forced,forced,강요하다,Average
Regular (-ed),form,formed,formed,형성하다/구성하다,Average
Regular (-ed),format,formatted,formatted,형식을 지정하다,Average
Regular (-ed),foster,fosterred,fosterred,육성하다/촉진하다,Difficult
Regular (-ed),found,founded,founded,설립하다,Average
Regular (-ed),frame,framed,framed,틀을 짜다/액자에 넣다,Average
Regular (-ed),free,freed,freed,해방하다/풀어주다,Average
Regular (-ed),frequent,frequented,frequented,자주 드나들다,Difficult
Regular (-ed),frost,frosted,frosted,서리로 덮다,Average
Regular (-ed),frown,frowned,frowned,찡그리다/눈살을 찌푸리다,Average
Regular (-ed),frustrate,frustrated,frustrated,좌절시키다,Difficult
Regular (-ed),fry,fried,fried,튀기다,Average
Regular (-ed),fulfil,fulfilled,fulfilled,이행하다/성취하다,Difficult
Regular (-ed),function,functioned,functioned,기능하다,Average
Regular (-ed),fund,funded,funded,자금을 대다,Average
Regular (-ed),furnish,furnished,furnished,가구를 갖추다/제공하다,Difficult
Regular (-ed),fuse,fused,fused,융합하다,Average
Regular (-ed),gain,gained,gained,얻다,Average
Regular (-ed),gamble,gambled,gambled,도박하다/모험하다,Average
Regular (-ed),gather,gatherred,gatherred,모으다/모이다,Average
Regular (-ed),gaze,gazed,gazed,응시하다,Average
Regular (-ed),gear,geared,geared,준비하다/맞추다,Average
Regular (-ed),generate,generated,generated,생성하다/발생시키다,Difficult
Regular (-ed),gift,gifted,gifted,선물하다,Average
Regular (-ed),glance,glanced,glanced,흘끗 보다,Average
Regular (-ed),glare,glared,glared,노려보다/눈부시다,Average
Regular (-ed),glory,gloried,gloried,영광을 누리다,Average
Regular (-ed),glow,glowed,glowed,빛나다/달아오르다,Average
Regular (-ed),glue,glued,glued,붙이다,Average
Regular (-ed),govern,governed,governed,통치하다/지배하다,Average
Regular (-ed),grab,grabbed,grabbed,잡다/움켜쥐다,Average
Regular (-ed),grace,graced,graced,우아함을 더하다,Average
Regular (-ed),grade,graded,graded,등급을 매기다,Average
Regular (-ed),graduate,graduated,graduated,졸업하다,Difficult
Regular (-ed),grant,granted,granted,허가하다/부여하다,Average
Regular (-ed),graph,graphed,graphed,그래프로 나타내다,Average
Regular (-ed),grasp,grasped,grasped,잡다/이해하다,Average
Regular (-ed),greet,greeted,greeted,인사하다,Average
Regular (-ed),grip,gripped,gripped,꽉 잡다,Average
Regular (-ed),ground,grounded,grounded,기반을 두다/접지하다,Average
Regular (-ed),group,grouped,grouped,그룹짓다,Average
Regular (-ed),guarantee,guaranteed,guaranteed,보장하다,Difficult
Regular (-ed),guard,guarded,guarded,지키다/경비하다,Average
Regular (-ed),guess,guessed,guessed,추측하다,Average
Regular (-ed),guide,guided,guided,안내하다,Average
Regular (-ed),guilt,guilted,guilted,죄책감을 느끼게 하다,Average
Regular (-ed),handicap,handicapped,handicapped,불리하게 하다,Difficult
Regular (-ed),handle,handled,handled,다루다/처리하다,Average
Regular (-ed),happen,happenned,happenned,일어나다,Easy
Regular (-ed),harbor,harborred,harborred,품다/항구에 정박하다,Difficult
Regular (-ed),harbour,harboured,harboured,품다/항구에 정박하다,Difficult
Regular (-ed),harm,harmed,harmed,해치다,Average
Regular (-ed),harvest,harvested,harvested,수확하다,Average
Regular (-ed),hate,hated,hated,싫어하다,Easy
Regular (-ed),haunt,haunted,haunted,출몰하다/괴롭히다,Average
Regular (-ed),hazard,hazarded,hazarded,위험을 감수하다,Average
Regular (-ed),head,headed,headed,향하다/이끌다,Easy
Regular (-ed),heal,healed,healed,치유하다,Average
Regular (-ed),heat,heated,heated,가열하다,Average
Regular (-ed),help,helped,helped,돕다,Easy
Regular (-ed),hesitate,hesitated,hesitated,주저하다,Difficult
Regular (-ed),highlight,highlighted,highlighted,강조하다/부각시키다,Difficult
Regular (-ed),hike,hiked,hiked,하이킹하다/인상하다,Average
Regular (-ed),hint,hinted,hinted,암시하다/힌트를 주다,Average
Regular (-ed),hire,hired,hired,고용하다,Easy
Regular (-ed),hook,hooked,hooked,갈고리로 걸다/끌어당기다,Average
Regular (-ed),hope,hoped,hoped,바라다,Easy
Regular (-ed),host,hosted,hosted,주최하다/접대하다,Average
Regular (-ed),hug,hugged,hugged,껴안다,Average
Regular (-ed),humor,humorred,humorred,비위를 맞추다,Average
Regular (-ed),humour,humoured,humoured,비위를 맞추다,Average
Regular (-ed),hunger,hungerred,hungerred,굶주리다/갈망하다,Average
Regular (-ed),hunt,hunted,hunted,사냥하다/찾다,Average
Regular (-ed),hurry,hurried,hurried,서두르다,Average
Regular (-ed),ignore,ignored,ignored,무시하다,Average
Regular (-ed),illude,illuded,illuded,환상을 주다/속이다,Difficult
Regular (-ed),illustrate,illustrated,illustrated,설명하다/삽화를 그리다,Difficult
Regular (-ed),imagine,imagined,imagined,상상하다,Easy
Regular (-ed),imitate,imitated,imitated,모방하다/흉내 내다,Average
Regular (-ed),immigrate,immigrated,immigrated,이민 오다,Difficult
Regular (-ed),impact,impacted,impacted,영향을 미치다,Average
Regular (-ed),implement,implemented,implemented,실행하다,Difficult
Regular (-ed),imply,implied,implied,암시하다/함축하다,Average
Regular (-ed),import,imported,imported,수입하다,Average
Regular (-ed),impose,imposed,imposed,부과하다/강요하다,Difficult
Regular (-ed),impress,impressed,impressed,인상을 주다,Average
Regular (-ed),improve,improved,improved,향상시키다,Average
Regular (-ed),incline,inclined,inclined,기울다/~하고 싶다,Average
Regular (-ed),include,included,included,포함하다,Easy
Regular (-ed),incorporate,incorporated,incorporated,통합하다/법인으로 설립하다,Difficult
Regular (-ed),increase,increased,increased,증가하다,Easy
Regular (-ed),indicate,indicated,indicated,나타내다/지시하다,Easy
Regular (-ed),induce,induced,induced,유도하다/유발하다,Difficult
Regular (-ed),infect,infected,infected,감염시키다,Average
Regular (-ed),infer,inferred,inferred,추론하다,Average
Regular (-ed),inflate,inflated,inflated,부풀리다/팽창하다,Average
Regular (-ed),influence,influenced,influenced,영향을 미치다,Average
Regular (-ed),inform,informed,informed,알리다,Average
Regular (-ed),inhabit,inhabitted,inhabitted,거주하다,Average
Regular (-ed),inhibit,inhibitted,inhibitted,억제하다/방해하다,Difficult
Regular (-ed),inject,injected,injected,주입하다/주사하다,Average
Regular (-ed),injure,injured,injured,다치게 하다,Average
Regular (-ed),innovate,innovated,innovated,혁신하다,Difficult
Regular (-ed),input,inputted,inputted,입력하다,Average
Regular (-ed),inquire,inquired,inquired,문의하다/조사하다,Average
Regular (-ed),insert,inserted,inserted,삽입하다,Average
Regular (-ed),insist,insisted,insisted,주장하다,Average
Regular (-ed),inspect,inspected,inspected,검사하다,Difficult
Regular (-ed),inspire,inspired,inspired,영감을 주다,Average
Regular (-ed),install,installed,installed,설치하다,Average
Regular (-ed),institute,instituted,instituted,설립하다/도입하다,Difficult
Regular (-ed),instruct,instructed,instructed,지시하다/가르치다,Average
Regular (-ed),insult,insulted,insulted,모욕하다,Average
Regular (-ed),insure,insured,insured,보험에 들다/보장하다,Average
Regular (-ed),integrate,integrated,integrated,통합하다,Difficult
Regular (-ed),intend,intended,intended,의도하다,Average
Regular (-ed),interest,interested,interested,흥미롭게 하다,Easy
Regular (-ed),interfere,interfered,interfered,간섭하다/방해하다,Difficult
Regular (-ed),interpret,interpretted,interpretted,해석하다,Difficult
Regular (-ed),interrupt,interrupted,interrupted,방해하다/중단시키다,Average
Regular (-ed),intervene,intervened,intervened,개입하다,Difficult
Regular (-ed),intrigue,intrigued,intrigued,흥미를 끌다/음모를 꾸미다,Difficult
Regular (-ed),introduce,introduced,introduced,소개하다,Easy
Regular (-ed),invade,invaded,invaded,침략하다,Difficult
Regular (-ed),invent,invented,invented,발명하다,Average
Regular (-ed),invest,invested,invested,투자하다,Average
Regular (-ed),investigate,investigated,investigated,조사하다,Difficult
Regular (-ed),invite,invited,invited,초대하다,Easy
Regular (-ed),involve,involved,involved,포함하다,Average
Regular (-ed),iron,ironned,ironned,다림질하다,Average
Regular (-ed),irritate,irritated,irritated,짜증나게 하다,Difficult
Regular (-ed),isolate,isolated,isolated,격리하다,Difficult
Regular (-ed),issue,issued,issued,발행하다/내보내다,Average
Regular (-ed),jail,jailed,jailed,투옥하다,Average
Regular (-ed),jam,jammed,jammed,막히게 하다/꽉 채우다,Average
Regular (-ed),jar,jarred,jarred,흔들다/충격을 주다,Average
Regular (-ed),jog,jogged,jogged,조깅하다/기억을 상기시키다,Average
Regular (-ed),join,joined,joined,참여하다,Easy
Regular (-ed),joke,joked,joked,농담하다,Average
Regular (-ed),journey,journeyed,journeyed,여행하다,Average
Regular (-ed),judge,judged,judged,판단하다,Average
Regular (-ed),jump,jumped,jumped,뛰다,Easy
Regular (-ed),keen,keened,keened,날카롭게 하다,Average
Regular (-ed),key,keyed,keyed,입력하다,Average
Regular (-ed),kick,kicked,kicked,차다,Easy
Regular (-ed),kid,kidded,kidded,농담하다/놀리다,Average
Regular (-ed),kill,killed,killed,죽이다,Easy
Regular (-ed),kind,kinded,kinded,친절히 대하다,Average
Regular (-ed),kiss,kissed,kissed,키스하다,Easy
Regular (-ed),knock,knocked,knocked,두드리다,Easy
Regular (-ed),knot,knotted,knotted,매듭짓다,Average
Regular (-ed),label,labelled,labelled,라벨을 붙이다/분류하다,Average
Regular (-ed),labor,laborred,laborred,노력하다/일하다,Average
Regular (-ed),labour,laboured,laboured,노력하다/일하다,Average
Regular (-ed),lack,lacked,lacked,부족하다,Average
Regular (-ed),land,landed,landed,착륙하다/얻다,Easy
Regular (-ed),landscape,landscaped,landscaped,조경하다,Average
Regular (-ed),last,lasted,lasted,지속하다,Easy
Regular (-ed),laugh,laughed,laughed,웃다,Easy
Regular (-ed),launch,launched,launched,출시하다/시작하다,Average
Regular (-ed),leak,leaked,leaked,새다/유출하다,Average
Regular (-ed),lease,leased,leased,임대하다,Average
Regular (-ed),lecture,lectured,lectured,강의하다,Average
Regular (-ed),level,levelled,levelled,수평을 맞추다/평준화하다,Average
Regular (-ed),licence,licenced,licenced,허가하다,Average
Regular (-ed),license,licensed,licensed,허가하다,Average
Regular (-ed),lift,lifted,lifted,들어 올리다,Easy
Regular (-ed),like,liked,liked,좋아하다,Easy
Regular (-ed),limit,limitted,limitted,제한하다,Average
Regular (-ed),line,lined,lined,줄 서다/줄을 긋다,Average
Regular (-ed),link,linked,linked,연결하다,Easy
Regular (-ed),list,listed,listed,목록을 만들다,Easy
Regular (-ed),listen,listenned,listenned,듣다,Easy
Regular (-ed),live,lived,lived,살다,Easy
Regular (-ed),load,loaded,loaded,싣다/로드하다,Easy
Regular (-ed),loan,loaned,loaned,빌려주다,Average
Regular (-ed),locate,located,located,위치를 찾다/두다,Average
Regular (-ed),lock,locked,locked,잠그다,Easy
Regular (-ed),log,logged,logged,기록하다/로그인하다,Average
Regular (-ed),long,longed,longed,갈망하다,Average
Regular (-ed),look,looked,looked,보다,Easy
Regular (-ed),love,loved,loved,사랑하다,Easy
Regular (-ed),lump,lumped,lumped,한데 묶다,Average
Regular (-ed),lunch,lunched,lunched,점심을 먹다,Average
Regular (-ed),mail,mailed,mailed,우편으로 보내다/메일을 보내다,Average
Regular (-ed),maintain,maintained,maintained,유지하다,Average
Regular (-ed),manage,managed,managed,관리하다,Easy
Regular (-ed),manifest,manifested,manifested,명백히 하다,Average
Regular (-ed),manipulate,manipulated,manipulated,조종하다,Difficult
Regular (-ed),manufacture,manufactured,manufactured,제조하다,Difficult
Regular (-ed),map,mapped,mapped,지도를 만들다/계획하다,Average
Regular (-ed),mark,marked,marked,표시하다/채점하다,Average
Regular (-ed),market,marketted,marketted,판매하다/마케팅하다,Average
Regular (-ed),marry,married,married,결혼하다,Average
Regular (-ed),mask,masked,masked,가리다/위장하다,Average
Regular (-ed),master,masterred,masterred,숙달하다,Average
Regular (-ed),match,matched,matched,어울리다/대응하다,Easy
Regular (-ed),mate,mated,mated,짝짓다,Average
Regular (-ed),matter,matterred,matterred,중요하다,Easy
Regular (-ed),mature,matured,matured,성숙하다,Average
Regular (-ed),measure,measured,measured,측정하다,Average
Regular (-ed),mediate,mediated,mediated,중재하다,Difficult
Regular (-ed),melt,melted,melted,녹다,Average
Regular (-ed),mention,mentioned,mentioned,언급하다,Easy
Regular (-ed),merge,merged,merged,합병하다,Average
Regular (-ed),mess,messed,messed,어지럽히다,Average
Regular (-ed),milk,milked,milked,젖을 짜다/이용하다,Average
Regular (-ed),mind,minded,minded,꺼리다/신경 쓰다,Average
Regular (-ed),mine,mined,mined,채굴하다,Average
Regular (-ed),mirror,mirrorred,mirrorred,반영하다,Average
Regular (-ed),miss,missed,missed,놓치다/그리워하다,Easy
Regular (-ed),mix,mixed,mixed,섞다,Easy
Regular (-ed),mock,mocked,mocked,조롱하다/모의하다,Average
Regular (-ed),model,modelled,modelled,모델이 되다/모형을 만들다,Average
Regular (-ed),modify,modified,modified,변형하다/수정하다,Average
Regular (-ed),monitor,monitorred,monitorred,감시하다/관찰하다,Average
Regular (-ed),mount,mounted,mounted,오르다/증가하다,Average
Regular (-ed),move,moved,moved,움직이다,Easy
Regular (-ed),murder,murderred,murderred,살해하다,Average
Regular (-ed),name,named,named,이름을 붙이다/지명하다,Average
Regular (-ed),narrate,narrated,narrated,서술하다,Average
Regular (-ed),narrow,narrowed,narrowed,좁히다,Average
Regular (-ed),need,needed,needed,필요하다,Easy
Regular (-ed),negate,negated,negated,부정하다,Average
Regular (-ed),neglect,neglected,neglected,소홀히 하다,Average
Regular (-ed),negotiate,negotiated,negotiated,협상하다,Difficult
Regular (-ed),neighbor,neighborred,neighborred,인접하다,Average
Regular (-ed),neighbour,neighboured,neighboured,인접하다,Average
Regular (-ed),nest,nested,nested,둥지를 틀다,Average
Regular (-ed),network,networked,networked,네트워크를 형성하다,Average
Regular (-ed),nod,nodded,nodded,고개를 끄덕이다,Average
Regular (-ed),nominate,nominated,nominated,지명하다,Difficult
Regular (-ed),note,noted,noted,주목하다/기록하다,Average
Regular (-ed),notice,noticed,noticed,알아차리다,Average
Regular (-ed),number,numberred,numberred,번호를 매기다,Average
Regular (-ed),obey,obeyed,obeyed,복종하다,Average
Regular (-ed),object,objected,objected,반대하다,Average
Regular (-ed),oblige,obliged,obliged,강제하다/의무를 지우다,Average
Regular (-ed),observe,observed,observed,관찰하다,Average
Regular (-ed),obsess,obsessed,obsessed,집착하게 하다,Average
Regular (-ed),obtain,obtained,obtained,얻다,Average
Regular (-ed),occupy,occupied,occupied,점유하다/차지하다,Average
Regular (-ed),occur,occurred,occurred,발생하다,Average
Regular (-ed),offend,offended,offended,화나게 하다/위반하다,Average
Regular (-ed),offer,offerred,offerred,제공하다,Easy
Regular (-ed),open,openned,openned,열다,Easy
Regular (-ed),operate,operated,operated,작동하다,Easy
Regular (-ed),oppose,opposed,opposed,반대하다,Average
Regular (-ed),opt,opted,opted,선택하다,Average
Regular (-ed),orbit,orbitted,orbitted,궤도를 돌다,Average
Regular (-ed),order,orderred,orderred,명령하다/주문하다,Easy
Regular (-ed),orient,oriented,oriented,방향을 잡다,Average
Regular (-ed),outline,outlined,outlined,개요를 잡다,Average
Regular (-ed),output,outputted,outputted,출력하다/생산하다,Average
Regular (-ed),outrage,outraged,outraged,격분시키다,Average
Regular (-ed),overlap,overlapped,overlapped,겹치다,Average
Regular (-ed),overlook,overlooked,overlooked,간과하다/내려다보다,Difficult
Regular (-ed),overwhelm,overwhelmed,overwhelmed,압도하다,Difficult
Regular (-ed),owe,owed,owed,빚지다,Average
Regular (-ed),own,owned,owned,소유하다,Easy
Regular (-ed),pack,packed,packed,짐을 싸다,Average
Regular (-ed),page,paged,paged,페이지를 만들다/호출하다,Average
Regular (-ed),paint,painted,painted,칠하다,Average
Regular (-ed),pair,paired,paired,짝짓다,Average
Regular (-ed),panic,panicked,panicked,공황상태에 빠지다,Average
Regular (-ed),parade,paraded,paraded,행진하다,Average
